33c93418-809c-81ef-9bce-fee30545a5b0	EfficientNet (2019): compound scaling (width, depth, resolution), NAS-derived base	efficientnet
33c93418-809c-8136-9085-e8a0f1e5277c	EfficientNetV2: progressive learning, Fused-MBConv	efficientnetv2
33c93418-809c-8112-b04d-da5ac9ba12ad	NFNets: normalizer-free networks, AGC (adaptive gradient clipping)	nfnets
33c93418-809c-81ed-acf3-cd61ba583dfe	RegNet: design spaces for network architecture	regnet
33c93418-809c-81c3-8263-dadb0dc5d30e	ConvNeXt (2022): modernized ConvNet competing with ViT	convnext
33c93418-809c-8152-9ebd-f95d453dce06	RepVGG: re-parameterization for inference efficiency	repvgg
33c93418-809c-81d6-98f3-fa2cdfdc3b4e	R-CNN: region proposals (selective search), CNN feature extraction, SVM classification	r_cnn
33c93418-809c-814a-9b71-d93901fdef30	Fast R-CNN: RoI pooling, multi-task loss	fast_r_cnn
33c93418-809c-8106-9da2-f25b917960d2	Faster R-CNN: Region Proposal Network (RPN), anchor boxes	faster_r_cnn
33c93418-809c-8112-a1ac-d946f1a54f37	Feature Pyramid Network (FPN): multi-scale feature maps	feature_pyramid_network
33c93418-809c-8165-b5ac-e87a035c7cf0	Cascade R-CNN: multi-stage detection with increasing IoU thresholds	cascade_r_cnn
33c93418-809c-816e-b6ce-d06b52cfa0f5	SSD (Single Shot MultiBox Detector)	ssd
33c93418-809c-81e5-ae30-d5c4489d832e	YOLO family: YOLOv1 through YOLOv10+, architecture evolution, anchor-free designs	yolo_family
33c93418-809c-8154-9d4e-ce1cd98f7218	RetinaNet: focal loss for class imbalance	retinanet
33c93418-809c-81e5-aed6-f7cb4a7dadd9	CenterNet: keypoint-based detection (objects as center points)	centernet
33c93418-809c-8183-9b0b-f8d53821be4b	CornerNet: corner-based detection	cornernet
33c93418-809c-8127-9517-f2208e10de5a	FCOS: fully convolutional one-stage, anchor-free	fcos
33c93418-809c-812d-bee4-e1c44c7b0f29	DETR (Detection Transformer): set prediction, bipartite matching, no NMS/anchors	detr
33c93418-809c-81a3-9663-f1e3e2753402	Deformable DETR: deformable attention for faster convergence	deformable_detr
33c93418-809c-81e6-bcd8-f55a8b4f3612	DINO: improved DETR with denoising anchor boxes	dino
33c93418-809c-81e9-b7a8-efccb187e973	Co-DETR	co_detr
